ground_truth_id,evaluation_split
GT006296,evaluation
GT006297,calibration
GT006298,evaluation
GT006299,evaluation
GT006300,calibration
GT006301,evaluation
GT006302,calibration
GT006303,evaluation
GT006304,evaluation
GT006305,calibration
GT006306,calibration
GT006307,calibration
GT006308,evaluation
GT006309,calibration
GT006310,calibration
GT006311,evaluation
GT006312,evaluation
GT006313,evaluation
GT006314,evaluation
GT006315,calibration
GT006316,calibration
GT006317,calibration
GT006318,evaluation
GT006319,calibration
GT006320,evaluation
GT006321,calibration
GT006322,calibration
GT006323,evaluation
GT006324,evaluation
GT006325,evaluation
GT006326,calibration
GT006327,calibration
GT006328,evaluation
GT006329,evaluation
GT006330,calibration
GT006331,calibration
GT006332,calibration
GT006333,evaluation
GT006334,calibration
GT006335,calibration
GT006336,calibration
GT006337,calibration
GT006338,calibration
GT006339,evaluation
GT006340,calibration
GT006341,calibration
GT006342,evaluation
GT006343,calibration
GT006344,evaluation
GT006345,evaluation
GT006346,evaluation
GT006347,evaluation
GT006348,calibration
GT006349,calibration
GT006350,calibration
GT006351,calibration
GT006352,calibration
GT006353,calibration
GT006354,evaluation
GT006355,calibration
GT006356,evaluation
GT006357,calibration
GT006358,calibration
GT006359,calibration
GT006360,calibration
GT006361,evaluation
GT006362,calibration
GT006363,evaluation
GT006364,calibration
GT006365,calibration
GT006366,calibration
GT006367,calibration
GT006368,calibration
GT006369,evaluation
GT006370,calibration
GT006371,evaluation
GT006372,evaluation
GT006373,calibration
GT006374,evaluation
GT006375,calibration
GT006376,evaluation
GT006377,calibration
GT006378,evaluation
GT006379,calibration
GT006380,calibration
GT006381,calibration
GT006382,calibration
GT006383,evaluation
GT006384,calibration
GT006385,calibration
GT006386,evaluation
GT006387,calibration
GT006388,evaluation
GT006389,evaluation
GT006390,calibration
GT006391,calibration
GT006392,calibration
GT006393,calibration
GT006394,calibration
GT006395,calibration
GT006396,evaluation
GT006397,evaluation
GT006398,evaluation
GT006399,calibration
GT006400,evaluation
GT006401,calibration
GT006402,calibration
GT006403,calibration
GT006404,evaluation
GT006405,evaluation
GT006406,evaluation
GT006407,calibration
GT006408,evaluation
GT006409,calibration
GT006410,evaluation
GT006411,calibration
GT006412,evaluation
GT006413,calibration
GT006414,calibration
GT006415,calibration
GT006416,calibration
GT006417,evaluation
GT006418,calibration
GT006419,evaluation
GT006420,evaluation
GT006421,calibration
GT006422,calibration
GT006423,calibration
GT006424,calibration
GT006425,evaluation
GT006426,calibration
GT006427,calibration
GT006428,calibration
GT006429,evaluation
GT006430,evaluation
GT006431,calibration
GT006432,calibration
GT006433,calibration
GT006434,calibration
GT006435,calibration
GT006436,calibration
GT006437,calibration
GT006438,calibration
GT006439,evaluation
GT006440,calibration
GT006441,calibration
GT006442,calibration
GT006443,evaluation
GT006444,calibration
GT006445,calibration
GT006446,calibration
GT006447,calibration
GT006448,calibration
GT006449,calibration
GT006450,calibration
GT006451,calibration
GT006452,calibration
GT006453,evaluation
GT006454,evaluation
GT006455,calibration
GT006456,calibration
GT006457,calibration
GT006458,calibration
GT006459,calibration
GT006460,calibration
GT006461,evaluation
GT006462,calibration
GT006463,evaluation
GT006464,calibration
GT006465,calibration
GT006466,calibration
GT006467,calibration
GT006468,evaluation
GT006469,evaluation
GT006470,calibration
GT006471,calibration
GT006472,calibration
GT006473,calibration
GT006474,calibration
GT006475,calibration
GT006476,calibration
GT006477,calibration
GT006478,calibration
GT006479,calibration
GT006480,calibration
GT006481,calibration
GT006482,calibration
GT006483,calibration
GT006484,calibration
GT006485,evaluation
GT006486,calibration
GT006487,calibration
GT006488,calibration
GT006489,calibration
GT006490,evaluation
GT006491,calibration
GT006492,calibration
GT006493,evaluation
GT006494,calibration
GT006495,calibration
GT006496,calibration
GT006497,evaluation
GT006498,evaluation
GT006499,calibration
GT006500,calibration
GT006501,calibration
GT006502,calibration
GT006503,calibration
GT006504,calibration
GT006505,calibration
GT006506,calibration
GT006507,calibration
GT006508,calibration
GT006509,evaluation
GT006510,calibration
GT006511,calibration
GT006512,calibration
GT006513,calibration
GT006514,calibration
GT006515,calibration
GT006516,calibration
GT006517,calibration
GT006518,calibration
GT006519,calibration
GT006520,calibration
GT006521,calibration
GT006522,evaluation
GT006523,calibration
GT006524,calibration
GT006525,calibration
GT006526,evaluation
GT006527,evaluation
GT006528,calibration
GT006529,calibration
GT006530,calibration
GT006531,calibration
GT006532,calibration
GT006533,calibration
GT006534,calibration
GT006535,calibration
GT006536,evaluation
GT006537,calibration
GT006538,calibration
GT006539,calibration
GT006540,calibration
GT006541,calibration
GT006542,calibration
GT006543,calibration
GT006544,calibration
GT006545,calibration
GT006546,evaluation
GT006547,evaluation
GT006548,calibration
GT006549,evaluation
GT006550,calibration
GT006551,calibration
GT006552,calibration
GT006553,anonymous_only
GT006554,calibration
GT006555,evaluation
GT006556,calibration
GT006557,evaluation
GT006558,calibration
GT006559,calibration
GT006560,calibration
GT006561,calibration
GT006562,calibration
GT006563,calibration
GT006564,calibration
GT006565,calibration
GT006566,calibration
GT006567,calibration
GT006568,evaluation
GT006569,calibration
GT006570,calibration
GT006571,evaluation
GT006572,calibration
GT006573,calibration
GT006574,calibration
GT006575,calibration
GT006576,calibration
GT006577,calibration
GT006578,evaluation
GT006579,calibration
GT006580,calibration
GT006581,calibration
GT006583,calibration
GT006584,calibration
GT006585,anonymous_only
GT006586,evaluation
GT006587,evaluation
GT006588,calibration
GT006589,calibration
GT006590,evaluation
GT006591,calibration
GT006592,calibration
GT006593,calibration
GT006594,calibration
GT006595,calibration
GT006596,evaluation
GT006597,calibration
GT006598,evaluation
GT006599,evaluation
GT006600,calibration
GT006601,calibration
GT006602,evaluation
GT006603,evaluation
GT006604,calibration
GT006605,calibration
GT006606,calibration
GT006607,evaluation
GT006608,calibration
GT006609,calibration
GT006610,calibration
GT006611,calibration
GT006612,evaluation
GT006613,calibration
GT006614,calibration
GT006615,calibration
GT006616,calibration
GT006617,calibration
GT006618,evaluation
GT006619,calibration
GT006620,calibration
GT006621,calibration
GT006622,evaluation
GT006623,evaluation
GT006624,calibration
GT006625,calibration
GT006626,calibration
GT006627,calibration
GT006628,evaluation
GT006629,calibration
GT006630,calibration
GT006631,calibration
GT006632,calibration
GT006633,calibration
GT006634,calibration
GT006635,evaluation
GT006636,evaluation
GT006637,calibration
GT006638,calibration
GT006639,calibration
GT006640,evaluation
GT006641,evaluation
GT006642,calibration
GT006643,calibration
GT006644,evaluation
GT006645,evaluation
GT006646,calibration
GT006647,evaluation
GT006648,calibration
GT006649,calibration
GT006650,calibration
GT006651,evaluation
GT006652,calibration
GT006653,calibration
GT006654,calibration
GT006655,evaluation
GT006656,calibration
GT006657,calibration
GT006658,evaluation
GT006659,calibration
GT006660,calibration
GT006661,evaluation
GT006662,calibration
GT006663,calibration
GT006664,calibration
GT006665,calibration
GT006666,evaluation
GT006667,evaluation
GT006668,calibration
GT006669,evaluation
GT006670,calibration
GT006671,evaluation
GT006672,calibration
GT006673,calibration
GT006674,calibration
GT006675,evaluation
GT006676,calibration
GT006677,anonymous_only
GT006678,calibration
GT006679,calibration
GT006680,evaluation
GT006681,calibration
GT006682,calibration
GT006683,calibration
GT006684,calibration
GT006685,calibration
GT006686,evaluation
GT006687,calibration
GT006688,calibration
GT006689,evaluation
GT006690,calibration
GT006691,evaluation
GT006692,calibration
GT006693,calibration
GT006694,calibration
GT006695,calibration
GT006696,calibration
GT006697,calibration
GT006698,evaluation
GT006699,calibration
GT006700,evaluation
GT006701,evaluation
GT006702,evaluation
GT006703,calibration
GT006704,calibration
GT006705,calibration
GT006706,calibration
GT006707,evaluation
GT006708,calibration
GT006709,calibration
GT006710,calibration
GT006711,calibration
GT006712,evaluation
GT006713,calibration
GT006714,calibration
GT006715,calibration
GT006716,calibration
GT006717,calibration
GT006718,calibration
GT006719,anonymous_only
GT006720,calibration
GT006721,calibration
GT006722,calibration
GT006723,calibration
GT006724,calibration
GT006725,calibration
GT006726,calibration
GT006727,calibration
GT006728,calibration
GT006729,calibration
GT006730,evaluation
GT006731,calibration
GT006732,evaluation
GT006733,calibration
GT006734,calibration
GT006735,evaluation
GT006736,calibration
GT006737,calibration
GT006738,evaluation
GT006739,calibration
GT006740,calibration
GT006741,evaluation
GT006742,calibration
GT006743,calibration
GT006744,calibration
GT006745,calibration
GT006746,evaluation
GT006747,calibration
GT006748,calibration
GT006749,calibration
GT006750,calibration
GT006751,calibration
GT006752,calibration
GT006753,calibration
GT006754,calibration
GT006755,evaluation
GT006756,calibration
GT006757,calibration
GT006758,calibration
GT006759,evaluation
GT006760,calibration
GT006761,evaluation
GT006762,calibration
GT006763,evaluation
GT006764,calibration
GT006765,evaluation
GT006766,evaluation
GT006767,evaluation
GT006768,evaluation
GT006769,calibration
GT006770,evaluation
GT006771,calibration
GT006772,calibration
GT006773,calibration
GT006774,evaluation
GT006775,calibration
GT006776,calibration
GT006777,calibration
GT006778,evaluation
GT006779,calibration
GT006780,calibration
GT006781,evaluation
GT006782,calibration
GT006783,calibration
GT006784,calibration
GT006785,calibration
GT006786,calibration
GT006787,calibration
GT006788,calibration
GT006789,calibration
GT006790,calibration
GT006791,calibration
GT006792,calibration
GT006793,calibration
GT006794,evaluation
GT006795,calibration
GT006796,calibration
GT006797,calibration
GT006798,calibration
GT006799,calibration
GT006800,evaluation
GT006801,evaluation
GT006802,calibration
GT006803,calibration
GT006804,calibration
GT006805,calibration
GT006806,calibration
GT006807,evaluation
GT006808,evaluation
GT006809,calibration
GT006810,calibration
GT006811,calibration
GT006812,evaluation
GT006813,calibration
GT006814,calibration
GT006815,calibration
GT006816,calibration
GT006817,calibration
GT006818,calibration
GT006819,calibration
GT006820,calibration
GT006821,evaluation
GT006822,evaluation
GT006823,calibration
GT006824,calibration
GT006825,calibration
GT006826,calibration
GT006827,calibration
GT006828,evaluation
GT006829,calibration
GT006830,calibration
GT006831,calibration
GT006832,evaluation
GT006833,calibration
GT006834,calibration
GT006835,calibration
GT006836,calibration
GT006837,evaluation
GT006838,calibration
GT006839,calibration
GT006840,evaluation
GT006841,calibration
GT006842,calibration
GT006843,calibration
GT006844,calibration
GT006845,calibration
GT006846,calibration
GT006847,evaluation
GT006848,calibration
GT006849,calibration
GT006850,calibration
GT006851,evaluation
GT006852,calibration
GT006853,calibration
GT006854,calibration
GT006855,calibration
GT006856,evaluation
GT006857,calibration
GT006858,calibration
GT006859,evaluation
GT006860,evaluation
GT006861,calibration
GT006862,evaluation
GT006863,calibration
GT006864,calibration
GT006865,calibration
GT006866,evaluation
GT006867,evaluation
GT006868,evaluation
GT006869,calibration
GT006870,calibration
GT006871,evaluation
GT006872,calibration
GT006873,calibration
GT006874,evaluation
GT006875,evaluation
GT006876,calibration
GT006877,calibration
GT006878,calibration
GT006879,calibration
GT006880,calibration
GT006881,anonymous_only
GT006882,calibration
GT006883,calibration
GT006884,calibration
GT006885,evaluation
GT006886,calibration
GT006887,calibration
GT006888,evaluation
GT006889,calibration
GT006890,evaluation
GT006891,calibration
GT006892,calibration
GT006893,evaluation
GT006894,calibration
GT006895,calibration
GT006896,evaluation
GT006897,calibration
GT006898,calibration
GT006899,calibration
GT006900,calibration
GT006901,calibration
GT006902,calibration
GT006903,evaluation
GT006904,evaluation
GT006905,calibration
GT006906,calibration
GT006907,calibration
GT006908,calibration
GT006909,calibration
GT006910,calibration
GT006911,calibration
GT006912,calibration
GT006913,calibration
GT006914,calibration
GT006915,evaluation
GT006916,evaluation
GT006917,calibration
GT006918,calibration
GT006919,calibration
GT006920,calibration
GT006921,evaluation
GT006922,calibration
GT006923,calibration
GT006924,calibration
GT006925,calibration
GT006926,calibration
GT006927,calibration
GT006928,evaluation
GT006929,calibration
GT006930,calibration
GT006931,calibration
GT006932,calibration
GT006933,calibration
GT006934,calibration
GT006935,calibration
GT006936,calibration
GT006937,evaluation
GT006938,calibration
GT006939,evaluation
GT006940,calibration
GT006941,calibration
GT006942,calibration
GT006943,evaluation
GT006944,evaluation
GT006945,calibration
GT006946,evaluation
GT006947,calibration
GT006948,evaluation
GT006949,calibration
GT006950,calibration
GT006951,evaluation
GT006952,calibration
GT006953,calibration
GT006954,calibration
GT006955,calibration
GT006956,evaluation
GT006957,evaluation
GT006958,calibration
GT006959,calibration
GT006960,evaluation
GT006961,evaluation
GT006962,calibration
GT006963,calibration
GT006964,calibration
GT006965,calibration
GT006966,evaluation
GT006968,calibration
